packet_count,byte_count,duration_sec,req_rate,resp_rate,src_entropy,dst_entropy,proto_code,label
11.624576,3517.881693,2.332684,4.364856,29.403608,3.501207,3.571066,0,0.0
49.469722,22082.155785,1.189669,37.19478,566.027344,3.859241,3.721579,0,0.0
51.204604,11940.377131,2.874768,17.08941,58.851043,2.652478,2.633181,0,0.0
99.264842,45059.854413,4.433975,28.768084,257.92647,3.049408,2.024947,2,0.0
46.152781,10995.743023,3.526901,18.216722,91.99234,4.113931,3.808609,0,0.0
56.030947,17884.304287,0.58085,140.386977,1111.175159,3.41933,3.339141,1,0.0
49.305765,21654.530209,1.809804,35.060021,574.580242,3.593154,4.090294,1,0.0
26.626439,6522.818031,0.721707,30.083371,307.528752,3.365632,4.053471,2,0.0
72.856456,19582.024535,1.054263,82.107899,738.206253,2.5878,4.108315,1,0.0
65.038661,27100.034041,9.134365,6.675937,89.748265,2.8315,3.212737,0,0.0
65.820639,27382.107257,0.807458,61.517645,1199.251839,3.391083,2.834071,1,0.0
31.812251,12481.35499,1.881852,22.667109,85.143127,2.918371,3.978896,1,0.0
78.055886,31861.205491,2.425485,17.3274,265.027814,2.599958,3.128235,0,0.0
21.962979,7968.549373,2.924447,10.527417,66.687236,4.187299,2.458605,0,0.0
61.737142,17011.034642,2.140365,27.733062,229.687186,4.462385,4.137435,0,0.0
93.809113,28490.652809,0.519638,205.29658,648.392085,4.086286,4.2064,1,0.0
30.189273,7682.545641,1.29042,27.123,92.880727,4.20757,3.165774,1,0.0
38.674045,18274.84656,1.958426,27.550105,196.636477,2.983954,2.189249,0,0.0
51.993027,19498.297114,0.683938,86.409751,1392.980833,4.421254,2.969565,0,0.0
39.930487,12787.955059,1.363496,32.621964,218.093506,2.893851,4.008844,0,0.0
18.986731,6428.940302,0.567534,18.957236,331.698247,4.40286,4.254435,0,0.0
51.371259,24873.193376,0.663675,78.829055,668.75313,4.489639,2.508682,2,0.0
28.753926,7073.621602,1.511422,12.36909,161.141857,3.923446,2.167434,0,0.0
59.471849,22353.621269,0.784777,93.775012,604.640117,4.462287,4.193376,0,0.0
31.611515,11119.875379,2.176535,14.70129,93.390659,3.63908,2.973512,0,0.0
80.998688,31057.834891,2.838917,33.67372,335.453063,3.019084,3.354402,1,0.0
34.334934,7053.530421,3.724751,4.993166,19.353967,3.373992,4.420165,0,0.0
43.55877,20108.347279,0.946663,26.908021,218.924759,3.687122,2.166412,1,0.0
66.270344,31785.608735,0.866602,93.01403,688.188256,2.646163,3.620795,0,0.0
25.382714,9379.92687,0.720898,20.143016,149.22648,3.744687,2.185264,0,0.0
54.549199,22310.363002,2.523568,12.348228,126.609369,4.462356,2.938672,0,0.0
76.142855,36301.092026,2.95159,13.210982,289.6918,2.880215,4.009536,0,0.0
17.850335,7357.401091,0.564191,46.08194,549.054363,4.08519,3.083681,0,0.0
53.692677,13195.60431,6.004388,11.066096,72.263341,4.315798,4.492956,2,0.0
55.197656,20582.461155,0.606741,77.623698,1034.878446,4.387403,3.397648,1,0.0
65.636457,25074.079382,2.058702,25.395506,264.778164,4.420271,2.802905,2,0.0
25.260986,8266.384814,2.96928,7.228803,131.59865,3.542919,2.550278,0,0.0
23.590868,9930.181115,4.595407,6.54353,55.9252,4.454616,2.876301,2,0.0
60.438831,29029.381379,3.004135,23.36509,130.295006,4.01462,2.931333,0,0.0
55.939693,26720.744361,3.736232,10.258901,248.043101,2.823343,2.171784,0,0.0
55.009857,18442.154208,1.329365,27.895006,201.899741,3.4538,2.923935,0,0.0
56.928964,13319.750235,3.872909,8.795983,81.88391,3.936662,3.160596,0,0.0
36.399506,18034.220925,0.667013,63.318783,819.134637,2.994681,3.806844,1,0.0
54.645074,24681.509178,5.004101,13.807024,221.798166,3.78123,3.641824,0,0.0
55.861449,13261.441313,2.086343,20.483974,189.048447,3.833201,3.771914,0,0.0
35.712972,17008.394339,3.899795,4.770633,166.12557,2.825399,2.020909,1,0.0
87.31549,40249.726234,1.704122,29.829206,1174.16568,3.630171,2.544168,0,0.0
59.476658,21152.957853,2.563278,34.059283,125.926618,4.043254,3.654211,0,0.0
26.17393,9877.586581,1.994796,10.437117,103.932072,3.497791,3.209973,0,0.0
63.131072,20183.054983,3.130476,25.595924,166.230512,2.524206,2.013284,1,0.0
30.506367,6602.446908,0.67031,51.184391,264.696108,2.518077,4.011237,1,0.0
65.741692,19759.268568,0.6245,92.842592,836.591939,3.214059,3.932024,0,0.0
73.171912,32258.278782,1.067654,48.364424,1399.049783,4.352388,3.371048,0,0.0
33.586354,6763.942555,0.847623,24.621919,307.715182,2.957354,2.166158,0,0.0
69.267523,20783.702939,4.608071,16.760632,154.775798,3.768727,3.916288,1,0.0
58.255619,18609.792766,0.994908,74.634595,418.523403,2.944152,3.459284,0,0.0
66.441203,23999.803776,7.948206,9.562205,129.693467,3.14334,3.9549,0,0.0
87.93586,41853.660246,1.321646,68.551251,1526.465748,4.196084,3.879367,0,0.0
45.092238,13703.702305,0.902074,27.090669,650.916842,3.957723,4.007505,0,0.0
34.925277,10620.286317,3.618426,14.173946,29.534315,2.690799,3.29502,0,0.0
32.209711,13568.352991,2.650032,15.785169,181.537503,3.357404,2.350811,1,0.0
33.683794,11306.48369,1.87909,14.2118,72.47725,2.55834,3.677894,0,0.0
48.457966,12956.761012,2.120997,33.812573,124.035002,3.46178,3.551184,0,0.0
56.823039,19077.304448,3.040238,20.594527,77.689933,3.824868,3.855633,1,0.0
55.533816,13453.461552,1.01872,59.006466,451.017179,2.737005,2.424703,1,0.0
66.543665,16829.963957,11.717262,7.087949,53.810434,3.07777,2.487438,0,0.0
50.260038,17566.402502,7.86128,8.386624,32.578596,3.295673,4.226024,0,0.0
79.070682,25751.552551,2.601506,35.150234,250.967465,4.339062,3.874944,0,0.0
44.706863,21211.339869,0.945144,29.709974,633.987187,4.48651,4.270571,2,0.0
104.403383,32231.221416,2.780296,31.477935,287.060629,2.589823,3.896788,0,0.0
62.513347,23391.025685,0.649875,137.37153,534.174033,4.022016,3.492888,2,0.0
32.856849,12803.633421,0.562264,42.344123,609.319375,3.243448,3.635332,1,0.0
28.58215,5828.710325,1.095958,22.74578,212.985514,3.284916,4.22282,0,0.0
59.649448,23803.781112,1.742111,31.914088,175.446867,4.00853,3.447017,0,0.0
45.530744,11537.981883,4.55404,9.392058,33.461376,4.336853,3.580978,0,0.0
64.28001,31389.284828,3.097806,23.093689,245.119786,4.401857,2.391192,0,0.0
59.464752,14545.008191,3.215076,26.690552,215.654762,3.654245,3.184803,0,0.0
48.543422,15746.866461,1.608487,22.353774,359.707958,3.214242,3.790993,1,0.0
33.064126,7459.428772,1.349097,15.231965,205.392112,4.075098,2.677357,2,0.0
19.703056,9833.051716,1.427371,9.627698,168.6188,3.002003,2.505635,0,0.0
41.069701,14401.439861,9.288128,6.132624,52.324561,3.628148,2.784567,1,0.0
67.127976,25415.692503,0.581871,132.187197,454.493088,3.217157,2.603752,0,0.0
54.281875,11948.686062,4.535286,9.406351,93.380515,3.813262,2.537282,0,0.0
25.085224,10660.922898,2.228703,14.811672,222.58165,2.980798,3.062127,0,0.0
53.463619,14059.41747,1.654698,43.986129,293.159943,2.883186,4.269596,1,0.0
57.706348,27088.299414,3.083843,25.19662,394.820133,4.336478,3.267649,2,0.0
32.322851,8453.779682,1.833669,25.012018,179.612687,2.703607,2.469801,1,0.0
53.074502,13651.097174,4.633813,8.615976,43.666236,3.511916,2.192429,0,0.0
51.164174,10793.844947,5.119257,12.543458,97.196936,2.941706,3.74039,0,0.0
27.140594,9271.772004,1.595397,16.340513,73.561488,2.57786,2.956997,0,0.0
57.155747,21116.324549,1.148216,66.801841,576.703835,2.572038,4.054577,0,0.0
61.215691,13449.858026,2.294694,32.772517,91.937105,2.850444,3.648777,1,0.0
71.661025,31004.736119,5.369112,17.036622,60.450552,4.233541,3.990604,1,0.0
71.076041,23880.600955,0.973122,84.44514,659.674134,3.064957,2.679865,1,0.0
22.446613,8020.558103,2.450843,6.204388,71.347382,4.400918,3.730897,0,0.0
31.243499,10379.991,2.496956,13.07604,122.383871,3.663245,2.660155,0,0.0
60.300705,19310.029643,3.14186,28.494787,203.360483,3.373228,4.347671,0,0.0
60.275719,22174.960812,0.782131,110.773733,333.123237,3.660178,3.590936,0,0.0
60.300954,14868.531211,3.01633,10.858857,73.546482,3.533397,2.81128,0,0.0
127.05463,32345.369344,5.294506,15.953857,197.607368,4.017553,2.67378,1,0.0
61.41781,28162.257758,0.896129,43.29666,745.648434,3.064992,2.477316,1,0.0
72.711313,35180.251755,1.042419,85.515127,1321.831768,3.206101,3.736602,0,0.0
69.080035,21552.473275,7.608354,11.964829,102.238232,4.288189,2.546789,0,0.0
63.027825,17724.899371,0.899286,50.007522,863.773025,4.392913,3.488258,0,0.0
43.694615,17180.716673,4.35358,10.095221,148.775986,4.285116,2.661588,0,0.0
65.179384,21028.18938,1.855642,47.092167,308.199973,3.338896,3.654922,1,0.0
34.543496,7171.779182,1.067994,39.874079,247.915744,4.060731,4.037349,0,0.0
45.263628,11173.13549,4.592012,10.27337,51.133621,3.452671,3.945063,0,0.0
40.292729,16713.088315,1.678675,26.171292,221.548985,3.49508,3.902128,0,0.0
51.637483,20535.04867,1.94646,26.75072,438.449569,2.90936,2.469306,1,0.0
96.293171,20041.381981,1.39018,55.243547,401.594336,3.682261,2.220962,0,0.0
12.654696,3373.636308,2.297643,5.865808,61.573612,2.872272,3.747372,0,0.0
63.725204,17162.627314,0.857115,88.391866,858.955646,3.163129,2.920868,0,0.0
17.745683,7126.095121,1.492142,16.332598,211.577599,4.21006,3.080866,1,0.0
40.561363,8352.118418,7.474316,6.166387,52.145912,2.914152,2.077873,2,0.0
71.779012,16597.645733,1.097172,82.50491,412.068624,2.642317,2.648941,0,0.0
51.2856,22564.373084,2.638515,12.83001,194.596191,2.638015,2.084191,1,0.0
28.445104,7212.637356,1.286648,21.258024,186.604133,4.381569,4.197964,2,0.0
35.693926,14128.506508,3.469783,5.239533,101.173332,3.513841,2.608492,2,0.0
63.591955,17262.343602,0.780534,60.833731,752.897016,3.318824,3.393343,1,0.0
35.392667,8134.382314,7.501221,5.786758,41.44979,4.121757,2.097448,1,0.0
54.329172,14829.23748,1.709502,47.41077,325.611368,4.171652,3.667118,0,0.0
50.911437,21213.781535,1.038507,29.373914,510.314418,3.164382,2.807568,1,0.0
36.967993,16883.612935,0.652675,51.061268,431.338813,3.887236,4.244798,0,0.0
92.878882,41708.744155,0.872076,138.461733,1301.906163,4.042246,4.220295,1,0.0
62.67838,20004.122202,1.966997,22.434107,159.705428,3.809301,2.813227,0,0.0
9.497148,3802.900732,1.32197,7.579822,131.188312,2.80319,4.252402,1,0.0
53.729086,14049.902928,4.03082,16.436308,83.080078,4.251766,4.490394,1,0.0
36.764271,10586.062894,1.627354,25.211713,105.241645,3.578189,4.063539,0,0.0
67.048667,31439.169802,1.071938,43.035251,323.147237,3.064945,4.112178,1,0.0
34.149585,6963.120135,2.420198,12.069686,103.094364,3.350456,2.622522,0,0.0
47.705271,10764.81653,2.953645,20.734933,129.295701,2.575142,3.441756,1,0.0
60.099746,15768.122429,0.865544,73.201077,430.375345,2.755734,2.16814,0,0.0
67.315104,13998.826195,0.866931,39.229883,207.794678,4.031094,2.237295,0,0.0
25.994072,6613.688093,0.574721,57.03334,303.630896,2.500023,4.497232,2,0.0
43.309975,16237.449735,3.16666,7.32138,115.108539,3.333132,2.816598,0,0.0
40.501094,13220.665328,2.680125,18.825085,182.934027,3.54502,3.87046,1,0.0
36.933415,17277.507592,1.787308,14.516245,330.905019,2.609269,4.016663,0,0.0
85.309085,37982.425601,4.217985,29.489653,221.373577,4.446156,4.145058,0,0.0
58.099634,17577.765775,3.776397,13.353216,87.114851,2.952251,4.494071,0,0.0
24.782321,6885.198617,2.260662,9.06517,150.825261,3.108397,2.603741,0,0.0
68.357239,21457.865189,4.554021,9.740006,132.686002,3.107885,2.100877,0,0.0
92.443124,34859.237348,0.960944,77.499411,1361.475152,2.960833,3.027979,0,0.0
70.649305,19811.414035,0.737386,131.89756,419.720803,2.502948,2.325202,0,0.0
19.612601,7594.875125,1.128736,25.999895,197.98124,3.95869,2.056065,0,0.0
40.315319,13014.73206,0.617562,56.684451,233.956416,4.433691,2.901067,2,0.0
75.338223,27544.720679,2.015028,35.46682,413.072162,2.948587,3.959346,2,0.0
35.846611,11859.419508,6.016762,7.280843,95.716206,3.826094,3.415452,0,0.0
58.876389,16976.401856,0.580277,140.64701,742.166319,3.983793,2.781945,1,0.0
65.492681,31733.561196,0.760468,94.134699,482.380615,4.196851,3.635855,0,0.0
31.461391,13499.508153,1.703686,16.463497,89.048425,3.345258,2.580045,1,0.0
48.809493,11813.554492,5.932417,7.508678,50.818349,3.105862,2.035954,1,0.0
5.0,2302.701964,1.260051,4.744324,29.972281,3.15059,3.910883,2,0.0
29.512247,10218.006435,1.915445,7.753343,58.328242,3.925243,3.559358,0,0.0
44.948637,21052.398384,0.584923,86.035212,1448.614124,4.133559,3.905757,1,0.0
25.044336,11018.420493,0.821143,26.09198,380.289502,2.863228,2.097345,0,0.0
82.648226,27072.58777,9.129502,11.716204,63.962968,3.241882,4.092799,2,0.0
21.397172,4423.668388,7.211609,1.75943,28.218873,4.30388,3.548816,0,0.0
41.19911,11560.6025,0.509904,87.924248,332.045505,4.113387,3.408488,1,0.0
52.614812,19072.356948,6.565282,7.861613,140.12934,4.469717,3.561535,1,0.0
78.825466,30745.357878,2.538419,35.472605,273.23081,4.008497,4.161083,1,0.0
21.282757,5903.119676,4.548669,2.642892,59.095379,3.28639,3.467341,0,0.0
73.263275,17715.559724,1.712985,46.19023,352.842892,3.681276,3.452376,2,0.0
50.204661,22616.149148,1.949672,27.333557,499.591162,3.822029,4.476698,0,0.0
30.369827,15042.802568,1.842171,17.485925,403.068258,2.656912,3.891825,1,0.0
59.242069,21191.306189,2.69841,24.226445,169.129413,3.588994,3.105735,0,0.0
53.981194,13576.474628,0.800835,79.301168,821.290382,3.918642,3.768493,0,0.0
37.995662,10703.08167,0.560864,88.406325,488.134551,2.834643,2.973076,0,0.0
51.396042,10562.770734,1.236136,32.007588,217.217704,4.061263,2.572189,0,0.0
42.293728,20059.47714,2.939397,19.065572,161.160372,3.667546,3.49213,0,0.0
52.270347,12300.536366,0.950926,54.871951,409.484521,4.404444,4.320455,0,0.0
63.242613,23586.645288,2.738237,13.3278,139.249107,2.584845,4.322849,0,0.0
81.720336,23062.832706,7.507261,6.08011,98.762327,3.030652,2.854763,1,0.0
25.24369,9245.587319,0.697213,30.204916,419.945021,3.703108,3.319194,1,0.0
92.660667,36640.4479,2.733158,43.561113,542.618222,3.09312,2.52909,0,0.0
10.958244,4919.402747,1.673076,7.91002,127.45175,3.928848,4.489078,0,0.0
46.964298,12301.188662,4.552063,13.294828,74.632085,4.018011,4.452795,0,0.0
61.766344,12557.020467,0.889962,70.601865,311.728293,2.705032,3.623772,0,0.0
55.619837,13408.034415,2.85938,18.288482,95.533723,3.527709,4.011035,1,0.0
37.54601,17646.834492,4.141742,5.869332,75.776847,3.517781,3.78775,1,0.0
45.837555,21184.606345,6.286865,6.038357,41.466729,3.238562,3.482896,0,0.0
40.139981,15222.041487,2.799272,13.393309,128.865879,4.36585,2.13337,0,0.0
38.212705,14526.753038,1.875025,11.99558,161.224705,4.155013,3.136911,0,0.0
66.992042,26764.057826,2.42387,19.916609,537.260977,3.894419,3.686966,1,0.0
57.14031,14434.292697,4.563666,13.750554,102.187198,3.928653,3.693829,2,0.0
36.141808,17142.91194,2.190778,20.385039,186.948505,3.423432,2.932807,0,0.0
67.991998,22140.312847,0.561717,181.364827,1309.330102,4.341989,4.35423,0,0.0
56.14599,17682.705724,5.845811,13.764312,47.090477,3.889191,2.418393,1,0.0
66.257242,23566.065327,2.839315,26.662493,230.420083,3.957962,3.250899,2,0.0
62.592577,13400.431633,2.757195,20.91375,170.345844,4.223382,3.72721,0,0.0
33.4201,8351.181989,0.985864,38.515618,250.365985,3.048143,3.74284,0,0.0
38.796379,16349.185452,2.651074,18.814499,160.780914,4.114142,3.621597,0,0.0
64.945872,14602.40393,1.501303,26.749017,483.930959,2.890481,2.688221,0,0.0
62.207405,23697.639383,2.606702,21.714341,411.029551,3.190684,2.390516,0,0.0
49.581968,13565.861145,0.725426,91.573809,653.326553,3.171221,3.589851,0,0.0
52.346548,16582.793958,2.644985,17.491823,205.484233,4.457051,3.498255,0,0.0
75.553298,21654.188753,15.383446,5.264327,49.022687,4.213074,2.44839,0,0.0
38.168572,11706.370375,0.598826,69.333335,352.905633,3.90234,3.762848,1,0.0
60.941948,25334.406892,8.059726,5.175525,81.115321,3.954114,3.13793,0,0.0
45.956147,13287.600158,1.544811,25.650393,99.590736,3.624146,3.669401,0,0.0
45.646376,16885.57093,4.592067,8.295266,106.716729,4.394181,4.093418,0,0.0
71.975537,24674.302415,3.55006,10.668352,220.473206,3.492518,2.424321,0,0.0
66.508327,26543.563058,2.17411,16.03558,233.312556,3.261035,2.047862,2,0.0
66.270193,31879.204755,3.182254,27.732491,486.476308,2.826071,3.947756,0,0.0
76.109576,31948.640772,4.715938,12.476434,314.194099,4.072411,3.524244,0,0.0
50.420077,13335.208487,1.5355,33.429895,337.707102,3.968888,3.749099,1,0.0
63.639059,13323.151501,1.292118,39.33861,323.102847,3.26871,4.095387,0,0.0
43.794665,12204.662752,2.702793,23.344027,202.292188,2.550387,4.007027,2,0.0
56.483327,21380.259824,3.798916,11.289434,85.692305,4.177995,4.4023,0,0.0
47.397139,10210.65871,3.373367,13.062046,125.97848,2.522836,3.339838,0,0.0
51.939919,18122.350707,3.697131,19.285089,73.49087,3.9074,3.221239,0,0.0
61.903141,23464.562123,1.643925,50.531443,596.181603,4.440514,3.004718,0,0.0
33.635586,10099.864041,3.905676,5.908688,54.384241,3.375323,2.384228,1,0.0
91.847746,39611.513474,0.756142,158.23068,2361.766343,2.969947,3.431518,1,0.0
29.879652,6931.466098,2.072671,13.813233,159.725519,3.909742,2.692531,0,0.0
25.716228,5722.923641,0.511551,49.414957,178.459674,4.134256,4.303269,0,0.0
73.162217,30615.214736,1.284858,36.071524,679.256702,3.592861,3.457977,1,0.0
65.833254,22952.59246,1.412869,27.053381,799.914192,4.434071,3.4821,2,0.0
62.482396,25400.388681,1.508934,50.846881,493.827644,2.603337,2.887312,0,0.0
62.56691,20675.122949,2.877953,21.663139,319.987601,3.509591,2.129973,0,0.0
